TargetName	HUGOSymbol	TargetGroup	AnalyteType	CodeClass	ProbePool	MinCount	MaxCount	MedianCount	GeomeanCount	NumberOfProbesIncluded	NumberOfProbesTotal	GeneID
DNTTIP2	DNTTIP2	All Targets	RNA	Endogenous	01	1	265	26.5	24.81190405	1	1	30836
CWC25	CWC25	All Targets	RNA	Endogenous	01	1	114	12.5	12.1583621	1	1	54883
SOBP	SOBP	All Targets	RNA	Endogenous	01	1	323	30.5	27.51065662	1	1	55084
EXTL1	EXTL1	All Targets	RNA	Endogenous	01	1	266	26	24.42663541	1	1	2134
METTL23	METTL23	All Targets	RNA	Endogenous	01	1	286	20.5	21.24335287	1	1	124512
NFE2L1	NFE2L1	All Targets	RNA	Endogenous	01	1	339	52	47.26700546	1	1	4779
ANO1	ANO1	All Targets	RNA	Endogenous	01	1	327	21	17.44776	1	1	55107
SLC5A7	SLC5A7	All Targets	RNA	Endogenous	01	1	355	21.5	19.02567232	1	1	60482
HYAL1	HYAL1	All Targets	RNA	Endogenous	01	1	247	19	16.81570576	1	1	3373
FBXL2	FBXL2	All Targets	RNA	Endogenous	01	1	267	30.5	27.79415505	1	1	25827
COQ4	COQ4	All Targets	RNA	Endogenous	01	1	263	24	23.40263128	1	1	51117
ZNF33A	ZNF33A	All Targets	RNA	Endogenous	01	1	307	23	21.82342846	1	1	7581
ST13	ST13	All Targets	RNA	Endogenous	01	1	269	30.5	31.03067347	1	1	6767
MUCL1	MUCL1	All Targets	RNA	Endogenous	01	1	129	12	11.18328879	1	1	118430
PRMT1	PRMT1	All Targets	RNA	Endogenous	01	1	239	31	27.67819767	1	1	3276
RBM45	RBM45	All Targets	RNA	Endogenous	01	1	262	18.5	17.39442527	1	1	129831
ZNF512B	ZNF512B	All Targets	RNA	Endogenous	01	1	303	19	19.19163434	1	1	57473
HOXB7	HOXB7	All Targets	RNA	Endogenous	01	1	110	10	9.647785444	1	1	3217
HES7	HES7	All Targets	RNA	Endogenous	01	1	268	28	24.69900946	1	1	84667
PLA2G4F	PLA2G4F	All Targets	RNA	Endogenous	01	1	362	22	20.39067427	1	1	255189
CDKL1	CDKL1	All Targets	RNA	Endogenous	01	1	266	24	21.67920534	1	1	8814
CDH8	CDH8	All Targets	RNA	Endogenous	01	1	357	35.5	29.25335374	1	1	1006
ZNF747	ZNF747	All Targets	RNA	Endogenous	01	1	300	20.5	18.17761341	1	1	65988
ADA2	ADA2	All Targets	RNA	Endogenous	01	1	189	18.5	16.32628828	1	1	51816
APOBEC3H	APOBEC3H	All Targets	RNA	Endogenous	01	1	261	20	17.10324288	1	1	164668
FAM9C	FAM9C	All Targets	RNA	Endogenous	01	1	294	22	19.28656897	1	1	171484
MAGEB6	MAGEB6	All Targets	RNA	Endogenous	01	1	266	19	18.93986749	1	1	158809
SEC62	SEC62	All Targets	RNA	Endogenous	01	1	421	58	54.44605336	1	1	7095
PKD1L3	PKD1L3	All Targets	RNA	Endogenous	01	1	140	13	12.16977557	1	1	342372
FAM162A	FAM162A	All Targets	RNA	Endogenous	01	1	314	37.5	37.38646327	1	1	26355
THOC6	THOC6	All Targets	RNA	Endogenous	01	1	308	20	19.36764201	1	1	79228
TRIM35	TRIM35	All Targets	RNA	Endogenous	01	1	260	23.5	20.3518873	1	1	23087
STK17A	STK17A	All Targets	RNA	Endogenous	01	1	268	22	21.26981122	1	1	9263
PDE11A	PDE11A	All Targets	RNA	Endogenous	01	1	374	21	18.51768109	1	1	50940
MBTPS1	MBTPS1	All Targets	RNA	Endogenous	01	1	330	34.5	32.75572984	1	1	8720
UBE2NL	UBE2NL	All Targets	RNA	Endogenous	01	1	171	23	20.98492392	1	1	389898
DTX3	DTX3	All Targets	RNA	Endogenous	01	1	252	34	32.53775051	1	1	196403
PPM1L	PPM1L	All Targets	RNA	Endogenous	01	1	324	26	25.17322355	1	1	151742
PRAG1	PRAG1	All Targets	RNA	Endogenous	01	1	124	14	13.81561397	1	1	157285
RARB	RARB	All Targets	RNA	Endogenous	01	1	346	22	21.2362959	1	1	5915
SCUBE2	SCUBE2	All Targets	RNA	Endogenous	01	1	271	18	17.66756308	1	1	57758
OR10G2	OR10G2	All Targets	RNA	Endogenous	01	1	238	17.5	16.41236351	1	1	26534
THAP3	THAP3	All Targets	RNA	Endogenous	01	1	277	25	23.34522636	1	1	90326
TRAPPC13	TRAPPC13	All Targets	RNA	Endogenous	01	1	354	29.5	28.78577074	1	1	80006
TMPRSS11E	TMPRSS11E	All Targets	RNA	Endogenous	01	1	319	23	20.04280574	1	1	28983
GMPPA	GMPPA	All Targets	RNA	Endogenous	01	1	282	23	22.53409697	1	1	29926
HOXD4	HOXD4	All Targets	RNA	Endogenous	01	1	254	16.5	15.27452297	1	1	3233
IDI2	IDI2	All Targets	RNA	Endogenous	01	1	248	17	15.77899772	1	1	91734
HTRA1	HTRA1	All Targets	RNA	Endogenous	01	4	509	49	55.39047333	1	1	5654
SLC25A14	SLC25A14	All Targets	RNA	Endogenous	01	1	163	18	16.30759363	1	1	9016
MRGPRX2	MRGPRX2	All Targets	RNA	Endogenous	01	1	284	18	16.23408628	1	1	117194
OR2A4	"LOC107987545,OR2A4"	All Targets	RNA	Endogenous	01	1	407	26	21.80846544	1	1	79541
LHB	LHB	All Targets	RNA	Endogenous	01	1	267	18	16.52653888	1	1	3972
TXNL4B	TXNL4B	All Targets	RNA	Endogenous	01	1	305	23.5	21.49807772	1	1	54957
RBBP6	RBBP6	All Targets	RNA	Endogenous	01	1	219	23	21.54097259	1	1	5930
RBFOX1	RBFOX1	All Targets	RNA	Endogenous	01	1	362	46	41.83560716	1	1	54715
FAHD1	FAHD1	All Targets	RNA	Endogenous	01	1	362	28	24.92373916	1	1	81889
NDFIP2	NDFIP2	All Targets	RNA	Endogenous	01	1	489	20	19.9935779	1	1	54602
RAD50	RAD50	All Targets	RNA	Endogenous	01	1	298	27.5	25.76373223	1	1	10111
ALK	ALK	All Targets	RNA	Endogenous	01	1	214	16.5	15.72637622	1	1	238
MAGT1	MAGT1	All Targets	RNA	Endogenous	01	1	281	23.5	21.14662795	1	1	84061
SHISA6	SHISA6	All Targets	RNA	Endogenous	01	1	431	31	27.51524324	1	1	388336
PAIP1	PAIP1	All Targets	RNA	Endogenous	01	1	270	34.5	32.31073029	1	1	10605
ATP13A3	ATP13A3	All Targets	RNA	Endogenous	01	1	376	27.5	25.85399737	1	1	79572
WASF2	WASF2	All Targets	RNA	Endogenous	01	1	339	29	28.94290878	1	1	10163
RELCH	RELCH	All Targets	RNA	Endogenous	01	1	307	28	25.63828963	1	1	57614
WNT8B	WNT8B	All Targets	RNA	Endogenous	01	1	110	9	9.575413734	1	1	7479
NKAP	NKAP	All Targets	RNA	Endogenous	01	1	333	24	22.28322478	1	1	79576
MRPL58	MRPL58	All Targets	RNA	Endogenous	01	1	131	15	15.28527772	1	1	3396
YAE1	YAE1	All Targets	RNA	Endogenous	01	1	386	29	27.62611482	1	1	57002
POLR2M	POLR2M	All Targets	RNA	Endogenous	01	1	97	14	12.20244889	1	1	81488
RTF1	RTF1	All Targets	RNA	Endogenous	01	1	284	32	29.78844042	1	1	23168
PIFO	PIFO	All Targets	RNA	Endogenous	01	1	129	12	11.4585239	1	1	128344
OR2T29	"OR2T4,OR2T5,OR2T29"	All Targets	RNA	Endogenous	01	1	146	13	12.56941546	1	1	343563
DLG1	DLG1	All Targets	RNA	Endogenous	01	1	247	27	24.69787715	1	1	1739
H2BC4	H2BC4	All Targets	RNA	Endogenous	01	1	422	27.5	27.99061096	1	1	8347
UQCR10	UQCR10	All Targets	RNA	Endogenous	01	1	333	36	32.57382308	1	1	29796
SYS1	SYS1	All Targets	RNA	Endogenous	01	1	281	21	20.69626751	1	1	90196
SETDB2	"SETDB2-PHF11,SETDB2"	All Targets	RNA	Endogenous	01	1	415	21	20.68536284	1	1	83852
RSAD1	RSAD1	All Targets	RNA	Endogenous	01	1	322	23	21.1701929	1	1	55316
H4C15	"H4C15,H4C14"	All Targets	RNA	Endogenous	01	1	183	27	27.22753546	1	1	554313
IL31	IL31	All Targets	RNA	Endogenous	01	1	260	16	14.88290208	1	1	386653
ELAVL4	ELAVL4	All Targets	RNA	Endogenous	01	1	372	37.5	34.09225251	1	1	1996
TMEM129	TMEM129	All Targets	RNA	Endogenous	01	1	301	25	22.44102323	1	1	92305
LIAS	LIAS	All Targets	RNA	Endogenous	01	1	171	17.5	16.57726807	1	1	11019
PDZD4	PDZD4	All Targets	RNA	Endogenous	01	3	564	62.5	61.02535912	1	1	57595
THAP12	THAP12	All Targets	RNA	Endogenous	01	1	246	24	22.77729307	1	1	5612
CATSPERB	CATSPERB	All Targets	RNA	Endogenous	01	1	172	13	11.39763349	1	1	79820
MFAP2	MFAP2	All Targets	RNA	Endogenous	01	1	251	16.5	14.69154946	1	1	4237
LRRC63	LRRC63	All Targets	RNA	Endogenous	01	1	187	15	14.60280296	1	1	220416
SEM1	SEM1	All Targets	RNA	Endogenous	01	1	561	58	51.20617875	1	1	7979
UQCC1	UQCC1	All Targets	RNA	Endogenous	01	1	305	28	26.93257926	1	1	55245
C19orf73	C19orf73	All Targets	RNA	Endogenous	01	1	305	23	19.37408245	1	1	55150
XRCC3	XRCC3	All Targets	RNA	Endogenous	01	1	134	15	13.03347091	1	1	7517
ROR2	ROR2	All Targets	RNA	Endogenous	01	1	110	12	12.18104584	1	1	4920
WDCP	WDCP	All Targets	RNA	Endogenous	01	1	575	31	27.77175014	1	1	80304
CPT1B	"CHKB-CPT1B,CPT1B"	All Targets	RNA	Endogenous	01	1	226	19	17.24091457	1	1	1375
ZNF862	ZNF862	All Targets	RNA	Endogenous	01	1	248	19	17.45887912	1	1	643641
FUBP1	FUBP1	All Targets	RNA	Endogenous	01	1	303	38	36.16364761	1	1	8880
C9orf72	C9orf72	All Targets	RNA	Endogenous	01	1	333	27	26.27046056	1	1	203228
LRATD2	LRATD2	All Targets	RNA	Endogenous	01	1	298	25.5	22.5726765	1	1	157638
ZMYM2	ZMYM2	All Targets	RNA	Endogenous	01	1	319	35	33.1433704	1	1	7750
MRPL17	MRPL17	All Targets	RNA	Endogenous	01	1	309	23	21.77373505	1	1	63875
RTN4RL1	RTN4RL1	All Targets	RNA	Endogenous	01	1	234	26	22.34719344	1	1	146760
GJD3	GJD3	All Targets	RNA	Endogenous	01	1	220	18	16.7536509	1	1	125111
C16orf91	C16orf91	All Targets	RNA	Endogenous	01	1	320	23	23.89443951	1	1	283951
ADAM17	ADAM17	All Targets	RNA	Endogenous	01	1	344	26.5	26.87337256	1	1	6868
TRIM49B	"TRIM49,TRIM49B,TRIM49C"	All Targets	RNA	Endogenous	01	1	125	13	12.52832651	1	1	283116
NOL6	NOL6	All Targets	RNA	Endogenous	01	1	433	26	26.03910194	1	1	65083
SPATC1	SPATC1	All Targets	RNA	Endogenous	01	1	400	26	20.76943433	1	1	375686
FBXW10	"FBXW10,CDRT1"	All Targets	RNA	Endogenous	01	1	253	18	17.33911191	1	1	10517
TMEM265	TMEM265	All Targets	RNA	Endogenous	01	1	94	9	9.438505117	1	1	100862671
PRDM6	PRDM6	All Targets	RNA	Endogenous	01	1	288	19	17.22027894	1	1	93166
CD163L1	CD163L1	All Targets	RNA	Endogenous	01	1	143	13	13.11825646	1	1	283316
RIMS1	RIMS1	All Targets	RNA	Endogenous	01	1	329	29	27.16474788	1	1	22999
SPATA21	SPATA21	All Targets	RNA	Endogenous	01	1	117	12.5	10.69802492	1	1	374955
USP22	USP22	All Targets	RNA	Endogenous	01	1	683	72.5	73.43288119	1	1	23326
CREG1	CREG1	All Targets	RNA	Endogenous	01	1	349	31.5	32.46956191	1	1	8804
OSBP	OSBP	All Targets	RNA	Endogenous	01	1	349	31.5	29.17603661	1	1	5007
CCDC115	CCDC115	All Targets	RNA	Endogenous	01	1	271	25	25.41597498	1	1	84317
BMERB1	BMERB1	All Targets	RNA	Endogenous	01	1	1246	87.5	82.82002693	1	1	89927
IGFBP6	IGFBP6	All Targets	RNA	Endogenous	01	1	286	18.5	17.35848214	1	1	3489
FAM227A	FAM227A	All Targets	RNA	Endogenous	01	1	281	20	18.62770163	1	1	646851
FBXL12	FBXL12	All Targets	RNA	Endogenous	01	1	358	23.5	22.25651167	1	1	54850
ATG10	ATG10	All Targets	RNA	Endogenous	01	1	288	22	21.23575075	1	1	83734
TRAK1	TRAK1	All Targets	RNA	Endogenous	01	1	293	30.5	29.03696898	1	1	22906
OR8I2	OR8I2	All Targets	RNA	Endogenous	01	1	296	20	18.09121008	1	1	120586
TFDP2	TFDP2	All Targets	RNA	Endogenous	01	1	224	20	19.42041471	1	1	7029
OR5B21	OR5B21	All Targets	RNA	Endogenous	01	1	328	21	18.07725637	1	1	219968
PAX8	PAX8	All Targets	RNA	Endogenous	01	1	211	14	13.92915676	1	1	7849
NYX	NYX	All Targets	RNA	Endogenous	01	1	295	18	16.29590167	1	1	60506
HELLS	HELLS	All Targets	RNA	Endogenous	01	1	306	21.5	20.42911543	1	1	3070
TRAPPC2L	TRAPPC2L	All Targets	RNA	Endogenous	01	1	234	21	19.47588166	1	1	51693
CYP1A2	CYP1A2	All Targets	RNA	Endogenous	01	1	304	19	16.94712949	1	1	1544
MAPKBP1	MAPKBP1	All Targets	RNA	Endogenous	01	4	3059	146.5	113.4724934	1	1	23005
NUDT13	NUDT13	All Targets	RNA	Endogenous	01	1	151	14	12.49828118	1	1	25961
TMEM86B	TMEM86B	All Targets	RNA	Endogenous	01	1	234	21	19.38920933	1	1	255043
SPA17	SPA17	All Targets	RNA	Endogenous	01	1	282	23	21.18936657	1	1	53340
UTP14C	"ALG11,UTP14C,UTP14A"	All Targets	RNA	Endogenous	01	1	308	29	26.16535844	1	1	9724
RPL39	RPL39	All Targets	RNA	Endogenous	01	3	682	53.5	59.75930143	1	1	6170
PEX19	PEX19	All Targets	RNA	Endogenous	01	1	364	27.5	24.35268225	1	1	5824
RC3H1	RC3H1	All Targets	RNA	Endogenous	01	1	283	26.5	24.8406655	1	1	149041
PPAN	PPAN	All Targets	RNA	Endogenous	01	1	341	24.5	22.77739056	1	1	56342
ISYNA1	ISYNA1	All Targets	RNA	Endogenous	01	1	281	19	17.39102118	1	1	51477
SH2D2A	SH2D2A	All Targets	RNA	Endogenous	01	1	334	19.5	18.20389247	1	1	9047
LDLRAP1	LDLRAP1	All Targets	RNA	Endogenous	01	1	314	19.5	19.48338749	1	1	26119
PRSS8	PRSS8	All Targets	RNA	Endogenous	01	1	270	18	16.20593764	1	1	5652
UFL1	UFL1	All Targets	RNA	Endogenous	01	1	385	32	29.38422957	1	1	23376
MYPN	MYPN	All Targets	RNA	Endogenous	01	1	206	15	14.79150568	1	1	84665
RNF125	RNF125	All Targets	RNA	Endogenous	01	1	316	22	18.39918527	1	1	54941
CTCFL	CTCFL	All Targets	RNA	Endogenous	01	1	291	19.5	18.34582085	1	1	140690
TNFRSF8	TNFRSF8	All Targets	RNA	Endogenous	01	1	308	20	18.48093171	1	1	943
NOL11	NOL11	All Targets	RNA	Endogenous	01	1	386	23.5	21.56467053	1	1	25926
SHKBP1	SHKBP1	All Targets	RNA	Endogenous	01	1	290	21	18.69110745	1	1	92799
RNF212B	RNF212B	All Targets	RNA	Endogenous	01	1	358	21	19.4027676	1	1	100507650
NCOA4	NCOA4	All Targets	RNA	Endogenous	01	1	165	20.5	20.89143606	1	1	8031
JDP2	JDP2	All Targets	RNA	Endogenous	01	1	208	18	17.89121903	1	1	122953
CELF4	CELF4	All Targets	RNA	Endogenous	01	1	494	47.5	46.75293211	1	1	56853
GRM5	GRM5	All Targets	RNA	Endogenous	01	1	358	37	33.673067	1	1	2915
APOOL	APOOL	All Targets	RNA	Endogenous	01	1	357	30	26.43112082	1	1	139322
PECR	PECR	All Targets	RNA	Endogenous	01	1	305	21.5	19.84107707	1	1	55825
NXNL2	NXNL2	All Targets	RNA	Endogenous	01	1	201	14	13.7050773	1	1	158046
XAGE3	XAGE3	All Targets	RNA	Endogenous	01	1	291	19	16.96097724	1	1	170626
MATK	MATK	All Targets	RNA	Endogenous	01	1	445	35	34.44336542	1	1	4145
NDUFA13	NDUFA13	All Targets	RNA	Endogenous	01	2	412	51	49.95121764	1	1	51079
ATP8B4	ATP8B4	All Targets	RNA	Endogenous	01	1	89	11	9.482780414	1	1	79895
ANGEL1	ANGEL1	All Targets	RNA	Endogenous	01	1	332	26	24.10579364	1	1	23357
AWAT2	AWAT2	All Targets	RNA	Endogenous	01	1	297	18	17.06460534	1	1	158835
XG	XG	All Targets	RNA	Endogenous	01	1	515	31	28.13363073	1	1	7499
DPP9	DPP9	All Targets	RNA	Endogenous	01	1	312	22	19.78634418	1	1	91039
TTC27	TTC27	All Targets	RNA	Endogenous	01	1	196	17	16.45742276	1	1	55622
OR5T1	OR5T1	All Targets	RNA	Endogenous	01	1	300	21	19.79592945	1	1	390155
MS4A12	MS4A12	All Targets	RNA	Endogenous	01	1	357	22	19.18497395	1	1	54860
KAT6A	KAT6A	All Targets	RNA	Endogenous	01	1	218	22.5	22.07707616	1	1	7994
KMT2A	KMT2A	All Targets	RNA	Endogenous	01	1	280	28	26.87203079	1	1	4297
NLRC3	NLRC3	All Targets	RNA	Endogenous	01	1	176	14	13.06726857	1	1	197358
MNT	MNT	All Targets	RNA	Endogenous	01	1	353	28	26.8941218	1	1	4335
C16orf96	C16orf96	All Targets	RNA	Endogenous	01	1	98	9	9.182694154	1	1	342346
SNX5	SNX5	All Targets	RNA	Endogenous	01	1	298	33	30.15506201	1	1	27131
PNCK	PNCK	All Targets	RNA	Endogenous	01	1	270	37	32.10801617	1	1	139728
FAM98C	FAM98C	All Targets	RNA	Endogenous	01	1	205	22.5	21.02762092	1	1	147965
COX10	COX10	All Targets	RNA	Endogenous	01	1	145	15	13.89679215	1	1	1352
GNG12	GNG12	All Targets	RNA	Endogenous	01	1	241	19	17.53892158	1	1	55970
LIME1	LIME1	All Targets	RNA	Endogenous	01	1	233	18.5	16.54132827	1	1	54923
ZNF285	ZNF285	All Targets	RNA	Endogenous	01	1	236	21	20.30662409	1	1	26974
TMEM220	TMEM220	All Targets	RNA	Endogenous	01	1	317	20.5	19.23544162	1	1	388335
FAM118A	FAM118A	All Targets	RNA	Endogenous	01	1	339	34.5	32.63936172	1	1	55007
FUNDC1	FUNDC1	All Targets	RNA	Endogenous	01	1	332	28.5	27.58063252	1	1	139341
CA1	CA1	All Targets	RNA	Endogenous	01	1	291	19	16.90192737	1	1	759
ABCC5	ABCC5	All Targets	RNA	Endogenous	01	1	291	33.5	29.20212406	1	1	10057
RFPL2	RFPL2	All Targets	RNA	Endogenous	01	1	273	20.5	20.82269825	1	1	10739
KDM8	KDM8	All Targets	RNA	Endogenous	01	1	315	21	19.23306563	1	1	79831
APOH	APOH	All Targets	RNA	Endogenous	01	1	332	24	22.38579144	1	1	350
LEPR	LEPR	All Targets	RNA	Endogenous	01	1	385	26	25.37949685	1	1	3953
POTED	"POTEB2,POTEC,POTEB,LOC102723502,POTED,LOC100288966,POTEB3"	All Targets	RNA	Endogenous	01	1	198	14.5	14.48661002	1	1	317754
CD2	CD2	All Targets	RNA	Endogenous	01	1	287	20	18.3442073	1	1	914
EPS8L3	EPS8L3	All Targets	RNA	Endogenous	01	1	295	19	17.0946243	1	1	79574
THAP4	THAP4	All Targets	RNA	Endogenous	01	1	337	31	32.00721188	1	1	51078
CACNA2D4	CACNA2D4	All Targets	RNA	Endogenous	01	1	284	20	17.90652104	1	1	93589
CLMP	CLMP	All Targets	RNA	Endogenous	01	1	134	10	9.845691426	1	1	79827
KCTD13	KCTD13	All Targets	RNA	Endogenous	01	1	272	23	23.44309995	1	1	253980
KLC1	KLC1	All Targets	RNA	Endogenous	01	1	892	87.5	77.80274581	1	1	3831
TENT4A	TENT4A	All Targets	RNA	Endogenous	01	1	337	27	25.44628692	1	1	11044
NYAP1	NYAP1	All Targets	RNA	Endogenous	01	1	344	44	40.65146015	1	1	222950
MSANTD4	MSANTD4	All Targets	RNA	Endogenous	01	1	316	26.5	25.8032274	1	1	84437
LRRC10	LRRC10	All Targets	RNA	Endogenous	01	1	387	23	20.77773562	1	1	376132
DHX16	DHX16	All Targets	RNA	Endogenous	01	1	275	20	19.70479277	1	1	8449
ASB12	ASB12	All Targets	RNA	Endogenous	01	1	290	22	19.31193504	1	1	142689
ZCWPW2	ZCWPW2	All Targets	RNA	Endogenous	01	1	352	24	21.96122056	1	1	152098
COL6A6	COL6A6	All Targets	RNA	Endogenous	01	1	229	15.5	14.61300595	1	1	131873
DRGX	DRGX	All Targets	RNA	Endogenous	01	1	290	22.5	23.36065261	1	1	644168
EDEM3	EDEM3	All Targets	RNA	Endogenous	01	1	320	27	28.51134361	1	1	80267
STATH	STATH	All Targets	RNA	Endogenous	01	1	321	21.5	19.38047092	1	1	6779
OR10A3	OR10A3	All Targets	RNA	Endogenous	01	1	313	18.5	17.63967154	1	1	26496
GATA5	GATA5	All Targets	RNA	Endogenous	01	1	282	17	15.96740505	1	1	140628
OR7D4	OR7D4	All Targets	RNA	Endogenous	01	1	229	18.5	16.82054828	1	1	125958
LRRC36	LRRC36	All Targets	RNA	Endogenous	01	1	260	19	16.83337224	1	1	55282
ANKRD6	ANKRD6	All Targets	RNA	Endogenous	01	1	405	28	27.23497188	1	1	22881
ZNF366	ZNF366	All Targets	RNA	Endogenous	01	1	301	19	17.84848688	1	1	167465
TOX2	TOX2	All Targets	RNA	Endogenous	01	1	284	22	20.65481806	1	1	84969
KRTAP12-4	KRTAP12-4	All Targets	RNA	Endogenous	01	1	271	21	17.7431203	1	1	386684
LTBP1	LTBP1	All Targets	RNA	Endogenous	01	1	400	26	23.30065801	1	1	4052
KMT2D	KMT2D	All Targets	RNA	Endogenous	01	1	266	29	26.10644797	1	1	8085
ARHGEF26	ARHGEF26	All Targets	RNA	Endogenous	01	1	378	23	22.4117584	1	1	26084
C9orf129	C9orf129	All Targets	RNA	Endogenous	01	1	268	20	20.58531248	1	1	445577
EMCN	EMCN	All Targets	RNA	Endogenous	01	1	244	17.5	17.39299723	1	1	51705
CCDC28A-AS1	CCDC28A-AS1	All Targets	RNA	Endogenous	01	1	297	19	17.58993607	1	1	100507462
WDR26	WDR26	All Targets	RNA	Endogenous	01	1	279	31.5	28.72929942	1	1	80232
SLC35E2B	SLC35E2B	All Targets	RNA	Endogenous	01	1	164	21	18.97603548	1	1	728661
WIPF1	WIPF1	All Targets	RNA	Endogenous	01	1	261	22.5	22.48105265	1	1	7456
NUP88	NUP88	All Targets	RNA	Endogenous	01	1	192	19	18.99641836	1	1	4927
CDR2	CDR2	All Targets	RNA	Endogenous	01	1	410	30.5	29.49945295	1	1	1039
PDE7A	PDE7A	All Targets	RNA	Endogenous	01	1	249	32	28.235331	1	1	5150
FRAS1	FRAS1	All Targets	RNA	Endogenous	01	1	273	18	18.77153633	1	1	80144
CCDC13	CCDC13	All Targets	RNA	Endogenous	01	1	2812	84	65.08044685	1	1	152206
NEK4	NEK4	All Targets	RNA	Endogenous	01	1	294	28.5	27.11631296	1	1	6787
SPINK1	SPINK1	All Targets	RNA	Endogenous	01	1	300	19	18.62632199	1	1	6690
MTFP1	MTFP1	All Targets	RNA	Endogenous	01	1	287	21	19.87034104	1	1	51537
SLC49A4	SLC49A4	All Targets	RNA	Endogenous	01	1	238	24	21.08258839	1	1	84925
TMEM100	TMEM100	All Targets	RNA	Endogenous	01	1	316	24.5	21.5408416	1	1	55273
SOX10	SOX10	All Targets	RNA	Endogenous	01	1	222	16	16.85072477	1	1	6663
SMC4	SMC4	All Targets	RNA	Endogenous	01	1	154	15	14.34078481	1	1	10051
DPF3	DPF3	All Targets	RNA	Endogenous	01	1	264	19	16.59445625	1	1	8110
C6orf15	C6orf15	All Targets	RNA	Endogenous	01	1	300	21	19.04171142	1	1	29113
EMC3	EMC3	All Targets	RNA	Endogenous	01	1	399	41	37.8995885	1	1	55831
NECAP1	NECAP1	All Targets	RNA	Endogenous	01	1	333	38	35.29527634	1	1	25977
TUBE1	TUBE1	All Targets	RNA	Endogenous	01	1	299	23	22.33978409	1	1	51175
PLCG2	PLCG2	All Targets	RNA	Endogenous	01	1	301	20	18.66109971	1	1	5336
MAGOHB	MAGOHB	All Targets	RNA	Endogenous	01	1	413	29.5	27.03515189	1	1	55110
MRNIP	MRNIP	All Targets	RNA	Endogenous	01	1	128	15	14.79106178	1	1	51149
LRRC3B	LRRC3B	All Targets	RNA	Endogenous	01	1	272	22.5	21.57380856	1	1	116135
DNAJC27	DNAJC27	All Targets	RNA	Endogenous	01	1	254	22	21.56868207	1	1	51277
SH2D4B	SH2D4B	All Targets	RNA	Endogenous	01	1	353	21	19.34536469	1	1	387694
LORICRIN	LORICRIN	All Targets	RNA	Endogenous	01	1	320	22	19.25210738	1	1	4014
SMCO3	SMCO3	All Targets	RNA	Endogenous	01	1	275	20	18.58604262	1	1	440087
PSPH	PSPH	All Targets	RNA	Endogenous	01	1	205	15	15.19726271	1	1	5723
SLCO1A2	SLCO1A2	All Targets	RNA	Endogenous	01	1	337	23	21.18332868	1	1	6579
SART1	SART1	All Targets	RNA	Endogenous	01	1	262	31.5	28.8736106	1	1	9092
ANKRD13B	ANKRD13B	All Targets	RNA	Endogenous	01	1	279	30.5	26.29430939	1	1	124930
ARAP2	ARAP2	All Targets	RNA	Endogenous	01	1	286	28	27.38816961	1	1	116984
ANKMY2	ANKMY2	All Targets	RNA	Endogenous	01	1	306	35	33.68501524	1	1	57037
NKAPL	NKAPL	All Targets	RNA	Endogenous	01	1	312	20.5	19.55427387	1	1	222698
ADAM7	ADAM7	All Targets	RNA	Endogenous	01	1	299	19	17.50471482	1	1	8756
PAM16	PAM16	All Targets	RNA	Endogenous	01	1	161	19	16.80044947	1	1	51025
SLC25A45	SLC25A45	All Targets	RNA	Endogenous	01	1	220	15.5	14.72498429	1	1	283130
RD3L	RD3L	All Targets	RNA	Endogenous	01	1	256	17	15.89782178	1	1	647286
DAAM2	DAAM2	All Targets	RNA	Endogenous	01	1	441	29	29.71088221	1	1	23500
PPIG	PPIG	All Targets	RNA	Endogenous	01	1	314	34	32.43848421	1	1	9360
FBLIM1	FBLIM1	All Targets	RNA	Endogenous	01	1	352	22	17.28230124	1	1	54751
ALAS1	ALAS1	All Targets	RNA	Endogenous	01	1	378	37	33.83247187	1	1	211
AHI1	AHI1	All Targets	RNA	Endogenous	01	1	295	36	32.97584171	1	1	54806
TBXA2R	TBXA2R	All Targets	RNA	Endogenous	01	1	259	20	18.72765602	1	1	6915
YKT6	YKT6	All Targets	RNA	Endogenous	01	1	360	42.5	37.57476553	1	1	10652
SLC26A11	SLC26A11	All Targets	RNA	Endogenous	01	1	279	22	20.57274932	1	1	284129
RNPC3	RNPC3	All Targets	RNA	Endogenous	01	1	182	26	23.4648139	1	1	55599
OSER1	OSER1	All Targets	RNA	Endogenous	01	1	280	23	22.45453172	1	1	51526
TXK	TXK	All Targets	RNA	Endogenous	01	1	169	13	12.04184263	1	1	7294
BIRC6	BIRC6	All Targets	RNA	Endogenous	01	1	257	30	27.39749488	1	1	57448
PPARD	PPARD	All Targets	RNA	Endogenous	01	1	193	17	14.70742181	1	1	5467
CCNB3	CCNB3	All Targets	RNA	Endogenous	01	1	311	19	17.63379881	1	1	85417
POU5F2	POU5F2	All Targets	RNA	Endogenous	01	1	293	20	18.43892883	1	1	134187
PDCD10	PDCD10	All Targets	RNA	Endogenous	01	1	204	26	24.66482952	1	1	11235
GCNA	GCNA	All Targets	RNA	Endogenous	01	1	113	12	11.14996151	1	1	93953
PRMT5	PRMT5	All Targets	RNA	Endogenous	01	1	268	23.5	21.65475307	1	1	10419
CNR1	CNR1	All Targets	RNA	Endogenous	01	1	371	41	37.49381445	1	1	1268
